City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,shakawe,-18.3667,21.85,305.29,18,75,3.73,BW,1733159974
361,lata,40.1629,-8.3327,286.32,85,35,1.75,PT,1733159975
362,creel,27.75,-107.6333,288.87,12,100,2.38,MX,1733159976
363,chuzhou,32.3219,118.2978,281.42,83,10,4.87,CN,1733159977
364,daru,-9.0763,143.2092,298.78,89,40,1.83,PG,1733159979
365,fisterra,42.9049,-9.2629,287.36,71,97,6.02,ES,1733159980
366,khonsa,27.0167,95.5667,288.51,77,0,2.07,IN,1733159981
367,bairnsdale,-37.8333,147.6167,292.24,66,100,1.52,AU,1733159983
368,karema,-6.8205,30.4389,293.81,92,100,1.02,TZ,1733159984
369,gofitskoye,45.0792,43.0464,274.26,88,96,7.06,RU,1733159985
370,popondetta,-8.7537,148.2534,296.81,96,75,1.41,PG,1733159986
371,venice,27.0998,-82.4543,291.51,38,0,2.24,US,1733159987
372,malanje,-9.5402,16.341,293.62,90,99,1.35,AO,1733159988
373,pleasanton,37.6624,-121.8747,286.84,59,40,1.39,US,1733159989
374,twin falls,42.3505,-114.6445,273.34,69,0,3.09,US,1733159990
375,cold lake,54.4502,-110.2017,258.12,72,100,4.63,CA,1733159992
376,glendale,33.5387,-112.186,293.51,28,0,1.54,US,1733159799
377,keyser,39.4409,-78.9739,274.4,59,0,1.34,US,1733159994
378,aden,12.7794,45.0367,299.92,70,51,4.69,YE,1733159995
379,batticaloa,7.7102,81.6924,299.04,82,45,0.54,LK,1733159996
380,chapadinha,-3.7417,-43.3603,307.52,36,73,2.3,BR,1733159997
381,alo,6.5486,4.2686,301.03,68,4,4.86,NG,1733159998
382,nogliki,51.8333,143.1667,271.29,82,96,8.57,RU,1733159999
383,khanpur mahar,27.8436,69.4137,295.14,31,0,3.52,PK,1733160000
384,barra,-11.0894,-43.1417,306.65,32,80,3.6,BR,1733159880
385,orenburg,51.7727,55.0988,271.16,82,76,3.06,RU,1733160003
386,ballina,-28.8667,153.5667,295.93,92,4,5.29,AU,1733160004
387,paka,4.6374,103.4368,298.14,94,91,0.0,MY,1733160005
388,petawawa,45.9001,-77.3328,271.92,75,100,4.12,CA,1733159848
389,klaksvik,62.2266,-6.589,273.16,59,100,4.88,FO,1733160007
390,kiruna,67.8557,20.2251,265.66,68,0,5.14,SE,1733160009
391,kragujevac,44.0167,20.9167,276.81,93,100,1.92,RS,1733160010
392,east ballina,-28.8667,153.5833,295.93,92,4,5.29,AU,1733160011
393,san julian,21.0167,-102.1667,292.56,30,0,4.27,MX,1733160012
394,piscu,45.5,27.7333,275.78,76,35,2.43,RO,1733160013
395,kourou,5.1552,-52.6478,299.86,89,84,3.96,GF,1733160014
396,georgetown,5.4112,100.3354,301.11,82,20,1.54,MY,1733159757
397,kirakira,-10.4544,161.9205,299.22,82,1,0.39,SB,1733160016
398,upper grand lagoon,30.1633,-85.7408,288.72,48,0,2.68,US,1733159871
399,padampur,29.6833,73.6167,293.04,35,2,1.7,IN,1733160019
400,malango,-2.9627,119.9001,292.84,99,99,1.11,ID,1733160020
401,codrington,-38.2667,141.9667,290.96,99,100,1.97,AU,1733160022
402,santarem,-2.4431,-54.7083,308.22,46,20,6.69,BR,1733159824
403,vorotynsk,54.4283,36.0465,273.55,99,100,3.86,RU,1733160024
404,chapaev,50.2,51.1667,272.11,86,100,3.36,KZ,1733160026
405,walvis bay,-22.9575,14.5053,290.91,73,25,5.06,NA,1733160027
406,wajir,1.7471,40.0573,303.48,37,46,3.07,KE,1733160028
407,spring creek,40.7266,-115.5859,276.68,45,91,0.86,US,1733160029
408,happy valley-goose bay,53.3168,-60.3315,272.32,69,75,4.63,CA,1733160030
409,geraldton,-28.7667,114.6,290.38,72,40,2.06,AU,1733160031
410,enewetak,11.3474,162.3373,300.94,79,60,10.85,MH,1733160032
411,tucuma,-0.1833,-50.05,304.66,56,37,4.08,BR,1733160033
412,cockburn town,21.4612,-71.1419,300.22,70,57,1.87,TC,1733160036
413,jiayuguan,39.8167,98.3,268.53,48,29,1.94,CN,1733159780
414,moose jaw,50.4001,-105.5344,261.3,78,100,6.17,CA,1733160038
415,morahalom,46.2181,19.8851,277.28,77,27,2.29,HU,1733160039
416,itacarambi,-15.1022,-44.0919,304.23,55,97,1.69,BR,1733160040
417,nova vicosa,-17.8919,-39.3719,304.22,56,41,7.09,BR,1733160041
418,guayaramerin,-10.8368,-65.3614,308.18,38,0,5.14,BO,1733160042
419,mareeba,-17.0,145.4333,295.51,92,45,1.07,AU,1733160044
420,diamantina,-18.2494,-43.6003,298.37,64,90,3.7,BR,1733160045
421,abu jibeha,11.4562,31.2285,298.54,19,37,3.59,SD,1733159854
422,katsuura,35.1333,140.3,288.27,63,3,5.56,JP,1733160048
423,aguada de pasajeros,22.385,-80.8508,298.4,59,81,6.22,CU,1733160049
424,champerico,14.3,-91.9167,301.55,59,97,1.74,GT,1733160050
425,kota belud,6.351,116.4305,298.49,89,56,1.91,MY,1733160052
426,zhanaozen,43.3,52.8,273.27,72,7,4.0,KZ,1733160053
427,vila velha,-20.3297,-40.2925,305.12,74,20,7.72,BR,1733159933
428,pindushi,62.9152,34.58,276.22,84,92,6.7,RU,1733160055
429,baihe,22.15,107.2333,293.53,72,100,0.95,CN,1733160056
430,usogorsk,63.4106,48.6872,276.16,97,100,5.9,RU,1733160057
431,severo-yeniseyskiy,60.3725,93.0408,258.62,94,100,2.25,RU,1733160058
432,rokytne,51.2796,27.214,274.07,91,6,3.41,UA,1733160059
433,alto araguaia,-17.3147,-53.2153,298.1,76,98,3.73,BR,1733160060
434,puerto deseado,-47.7503,-65.8938,284.0,53,98,12.63,AR,1733160062
435,baruun-urt,46.6806,113.2792,256.27,85,1,2.95,MN,1733160014
436,rio grande,-32.035,-52.0986,296.63,51,81,6.07,BR,1733160064
437,magong,23.5654,119.5863,295.47,84,31,7.95,TW,1733160066
438,kondopoga,62.2057,34.2614,275.6,84,89,5.59,RU,1733160067
439,kavaratti,10.5669,72.642,300.73,71,100,7.03,IN,1733159956
440,xiaoshan,30.1675,120.2588,282.07,76,0,1.0,CN,1733160069
441,kamyzyak,46.11,48.0736,271.14,86,100,4.0,RU,1733160070
442,christchurch,-43.5333,172.6333,287.54,91,100,3.09,NZ,1733159879
443,puerto aysen,-45.4,-72.7,283.45,87,96,2.35,CL,1733159889
444,selfoss,63.9331,-20.9971,268.96,84,100,6.42,IS,1733160075
445,mossel bay,-34.1831,22.146,295.11,65,60,1.96,ZA,1733160077
446,insar,53.8653,44.3738,265.81,99,53,2.64,RU,1733160078
447,sandnessjoen,66.0217,12.6316,273.38,80,75,7.72,NO,1733159841
448,sinjar,36.3209,41.8754,282.84,46,10,0.49,IQ,1733160080
449,savsat,41.2403,42.3611,270.35,88,21,2.6,TR,1733160082
450,apatity,67.5641,33.4031,269.12,84,100,5.65,RU,1733160083
451,ust'-ilimsk,58.0006,102.6619,246.21,95,30,1.73,RU,1733160084
452,loa janan,-0.583,117.095,296.68,99,86,0.39,ID,1733159944
453,stephenville,32.2207,-98.2023,289.34,44,0,0.0,US,1733159892
454,condom,43.9167,0.3333,285.28,98,100,3.65,FR,1733160087
455,tympaki,35.0729,24.7685,287.1,87,35,0.45,GR,1733160088
456,sampit,-2.5333,112.95,297.52,98,97,1.28,ID,1733160089
457,bulgan,48.8125,103.5347,262.39,75,32,0.87,MN,1733160091
458,tual,-5.6667,132.75,302.18,73,100,2.1,ID,1733160092
459,ialibu,-6.2821,143.9935,286.9,97,100,1.06,PG,1733160093
460,kiama,-34.6833,150.8667,292.8,89,83,4.03,AU,1733160094
461,illizi,26.4833,8.4667,291.98,19,96,4.08,DZ,1733160097
462,kushiro,42.975,144.3747,273.68,80,75,2.06,JP,1733160098
463,clarence town,-32.5833,151.7833,296.45,90,36,1.95,AU,1733160099
464,cill airne,52.05,-9.5167,279.18,87,0,0.51,IE,1733160100
465,camiri,-20.05,-63.5167,295.03,78,100,2.57,BO,1733160101
466,jayapura,-2.5333,140.7,298.81,92,100,1.77,ID,1733160102
467,muntok,-2.0667,105.1833,298.85,87,99,3.19,ID,1733160103
468,ciudad bolivar,8.1222,-63.5497,308.67,31,45,3.83,VE,1733160104
469,ulladulla,-35.35,150.4667,293.46,66,100,2.24,AU,1733160106
470,urengoy,65.9667,78.3667,256.49,91,89,4.98,RU,1733160107
471,kayangel,8.0823,134.7173,302.14,76,40,7.85,PW,1733160109
472,donaldsonville,30.101,-90.9929,288.69,48,7,3.73,US,1733160110
473,la gi,10.6667,107.7833,298.23,83,100,2.83,VN,1733160111
474,tambopata,-12.7333,-69.1833,306.09,62,75,5.14,PE,1733160112
475,lae,-6.7221,146.9847,296.86,86,83,3.05,PG,1733160114
476,carmo do paranaiba,-19.0008,-46.3161,298.01,82,87,4.07,BR,1733160115
477,puerto yuca,2.9383,-73.2083,304.61,55,80,2.72,CO,1733160116
478,jaumave,23.4167,-99.3833,297.62,57,40,1.53,MX,1733160117
479,lauro de freitas,-12.8944,-38.3272,302.16,70,20,8.75,BR,1733160113
480,petrodvorets,59.885,29.8958,275.14,82,92,6.32,RU,1733160119
481,carbonear,47.7332,-53.2148,279.34,88,61,6.59,CA,1733160120
482,visakhapatnam,17.69,83.2093,298.09,83,100,3.09,IN,1733160121
483,lapeer,43.0514,-83.3188,274.27,69,0,3.09,US,1733160124
484,beloyarskiy,63.7119,66.6722,266.6,92,100,3.24,RU,1733159903
485,lazaro cardenas,17.9583,-102.2,301.35,58,0,1.43,MX,1733160126
486,houghton,47.1219,-88.569,273.16,89,100,5.14,US,1733159899
487,rundu,-17.9333,19.7667,304.6,16,24,2.98,NA,1733160128
488,pisco,-13.7,-76.2167,294.18,83,100,4.12,PE,1733160129
489,khoyniki,51.8911,29.9552,273.54,94,42,3.23,BY,1733160130
490,mentougou,39.9392,116.0917,273.02,24,31,0.91,CN,1733160132
491,enriquillo,17.9,-71.2333,302.03,62,33,4.92,DO,1733160133
492,cuito,-12.3833,16.9333,291.35,72,80,1.58,AO,1733160134
493,arkhangel'sk,64.5401,40.5433,278.21,100,100,7.0,RU,1733160135
494,halifax,44.6453,-63.5724,278.42,62,75,3.09,CA,1733159975
495,port isabel,26.0734,-97.2086,299.17,78,100,6.69,US,1733160012
496,el alamo,40.2307,-3.9945,288.24,71,73,2.17,ES,1733160138
497,mili,6.0815,171.735,300.33,82,100,8.03,MH,1733160139
498,kruisfontein,-34.0033,24.7314,292.01,70,99,2.51,ZA,1733160140
499,kovernino,57.1253,43.8142,274.35,95,100,3.5,RU,1733160142
500,polyarnyy,69.1989,33.4478,269.31,92,67,11.92,RU,1733160143
501,miguel ahumada,30.6167,-106.5167,290.08,28,92,2.22,MX,1733160144
502,es castell,39.8795,4.2854,288.53,88,0,2.57,ES,1733160145
503,zakynthos,37.7914,20.8953,286.77,77,40,3.6,GR,1733160146
504,karatuzskoye,53.6072,92.8667,269.03,91,100,1.83,RU,1733160147
505,morehead city,34.7229,-76.726,281.18,47,3,2.68,US,1733160148
506,glazunovka,52.4986,36.3275,273.21,91,100,2.68,RU,1733160150
507,narrabri,-30.3167,149.7833,299.55,66,81,1.79,AU,1733160151
508,al kharijah,25.4514,30.5464,289.86,42,22,3.5,EG,1733160152
509,wotho,10.1657,166.0102,301.22,79,73,10.43,MH,1733160153
510,jaisalmer,26.9147,70.9181,296.37,29,0,3.2,IN,1733160155
511,amga,60.8953,131.9608,243.14,100,92,0.47,RU,1733160157
512,victoria point,-27.5833,153.3,298.1,88,19,0.45,AU,1733160158
513,ambon,-3.6954,128.1814,300.86,95,40,3.09,ID,1733160159
514,ruidoso,33.3317,-105.673,282.23,34,0,3.09,US,1733160091
515,altagracia de orituco,9.8601,-66.3814,304.84,47,55,3.21,VE,1733160161
516,arno,60.1167,18.6333,277.7,94,100,2.86,SE,1733160162
517,la palma,33.8464,-118.0467,290.47,56,75,0.0,US,1733160163
518,oruro,-17.9833,-67.15,290.42,55,40,3.09,BO,1733159895
519,minas,-34.3759,-55.2377,293.21,45,6,8.72,UY,1733160166
520,nikolayevsk-on-amure,53.1406,140.73,262.13,98,87,1.61,RU,1733160167
521,obock,12.25,43.0833,295.09,73,31,6.67,DJ,1733160169
522,jinjing,24.575,118.5972,292.34,79,2,5.66,CN,1733160170
523,beira,-19.8436,34.8389,298.2,78,0,4.63,MZ,1733159886
524,copiapo,-27.3667,-70.3333,301.09,15,0,5.4,CL,1733160172
525,zahedan,29.4963,60.8629,278.1,48,0,2.06,IR,1733160173
526,antsohihy,-14.8796,47.9875,297.45,91,76,1.24,MG,1733160175
527,kobe,34.6913,135.183,284.97,79,1,1.09,JP,1733160086
528,kendari,-3.945,122.4989,298.98,90,100,1.16,ID,1733160177
529,hilo,19.7297,-155.09,292.66,89,1,1.34,US,1733160079
530,zeya,53.75,127.2667,256.49,98,92,0.17,RU,1733160181
531,chai nat,15.1167,100.1,296.68,77,43,1.61,TH,1733160182
532,ketchikan,55.3422,-131.6461,282.41,93,100,10.29,US,1733160183
533,alatyr',54.8421,46.5813,273.35,91,100,3.07,RU,1733160184
534,saucillo,28.0167,-105.2833,293.1,25,100,2.25,MX,1733160185
535,saint johnsbury,44.4192,-72.0151,272.22,73,100,5.14,US,1733160186
536,santa ana,33.7456,-117.8678,292.0,53,75,0.45,US,1733159580
537,bangar,16.8936,120.4243,299.13,79,100,2.23,PH,1733160189
538,kavieng,-2.5744,150.7967,300.75,75,26,0.97,PG,1733160190
539,taoudenni,22.6783,-3.9836,297.98,14,100,4.22,ML,1733160191
540,kill devil hills,36.0307,-75.676,280.36,51,0,4.12,US,1733160192
541,sinop,41.7711,34.8709,274.85,76,0,3.3,TR,1733160193
542,kidal,18.4411,1.4078,298.66,9,41,3.73,ML,1733160194
543,terra santa,-2.1042,-56.4869,310.91,31,62,2.17,BR,1733160195
544,ceerigaabo,10.6162,47.368,289.94,55,30,2.6,SO,1733160196
545,sarangani,5.4033,125.4636,301.17,77,99,4.79,PH,1733160197
546,ambodifotatra,-16.9833,49.85,299.56,77,63,4.8,MG,1733160199
547,luebo,-5.35,21.4167,298.55,76,80,0.06,CD,1733160200
548,tuy hoa,13.0833,109.3,295.78,94,92,1.29,VN,1733160201
549,lekki,6.3607,4.8333,301.47,62,3,3.45,NG,1733160202
550,nizhnyaya poyma,56.1622,97.1933,265.17,97,100,1.16,RU,1733160203
551,toyooka,35.5333,134.8333,283.19,89,3,2.74,JP,1733160204
552,kapa'a,22.0752,-159.319,296.33,78,0,3.09,US,1733160205
553,swainsboro,32.5974,-82.3337,282.18,46,0,4.12,US,1733160206
554,bar,49.0772,27.6826,271.37,91,10,3.3,UA,1733160207
555,malakal,9.5334,31.6605,300.91,25,0,2.52,SS,1733160209
556,urangan,-25.3,152.9,297.41,79,30,4.28,AU,1733160211
557,ad-damazin,11.7891,34.3592,302.04,32,82,3.2,SD,1733160212
558,verkhovazh'ye,60.7472,42.0465,273.67,84,71,5.41,RU,1733160213
559,woodward,36.4337,-99.3904,278.69,60,0,5.66,US,1733160214
560,teningen,48.1295,7.8121,284.53,94,95,4.23,DE,1733160215
561,demopolis,32.5176,-87.8364,283.06,39,0,2.13,US,1733160216
562,sorong,-0.8833,131.25,299.22,89,94,0.7,ID,1733160217
563,lingyuan,41.24,119.4011,267.21,27,0,2.51,CN,1733160219
564,lillesand,58.2488,8.3778,282.23,100,75,0.51,NO,1733160220
565,penaranda de bracamonte,40.9011,-5.2003,284.36,75,45,2.82,ES,1733160221
566,nacala,-14.5428,40.6728,298.68,66,7,2.23,MZ,1733160016
567,saint-jean-de-monts,46.7833,-2.0667,285.4,70,13,7.15,FR,1733160223
568,juan griego,11.0817,-63.9655,303.42,61,29,6.96,VE,1733160224
569,berezovyy,51.6667,135.7,262.78,96,100,0.76,RU,1733160225
570,lorengau,-2.0226,147.2712,300.3,79,87,1.15,PG,1733160226
571,filipstad,59.7124,14.1683,279.96,98,100,3.56,SE,1733160227
572,pitimbu,-7.4706,-34.8086,301.01,70,38,4.69,BR,1733160229
573,cidreira,-30.1811,-50.2056,296.87,55,100,4.4,BR,1733160231
574,guatire,10.4762,-66.5427,302.31,68,92,1.17,VE,1733160232
575,fort bragg,35.139,-79.006,281.38,37,0,5.66,US,1733160233
576,dwarka,22.2394,68.9678,298.26,54,4,4.93,IN,1733160234
577,mahina,-17.5065,-149.489,301.02,78,20,3.09,PF,1733160235
578,i-n-salah,27.1935,2.4607,293.76,17,29,4.02,DZ,1733160236
579,bol'shoye kozino,56.4045,43.7147,273.14,100,100,3.0,RU,1733160240
580,saudarkrokur,65.7461,-19.6394,264.86,73,97,3.66,IS,1733160241
581,thunder bay,48.4001,-89.3168,268.14,68,40,5.14,CA,1733160242
582,zemio,5.0314,25.1361,298.97,35,3,0.29,CF,1733160243
583,birzebbuga,35.8258,14.5269,289.53,72,20,4.12,MT,1733160244
584,tocopilla,-22.092,-70.1979,294.39,71,22,4.19,CL,1733160245
585,weno,7.4515,151.8468,301.95,78,48,4.37,FM,1733160247
586,thinadhoo,0.5333,72.9333,301.06,76,100,8.35,MV,1733160074
587,san pedro pochutla,15.7333,-96.4667,304.99,45,80,2.01,MX,1733160249
588,nevada,39.2502,-116.7512,276.14,21,56,0.34,US,1733160250
589,forest,37.3638,-79.2897,275.92,43,0,4.12,US,1733160251
